investor_id,avg_gap_days,total_transactions,risk_flag
INV002463,79.5,7,At Risk
INV002464,33.0,7,Regular
INV002465,105.25,5,At Risk
INV002466,44.0,12,At Risk
INV002467,42.55555555555556,10,At Risk
INV002468,55.166666666666664,7,At Risk
INV002469,41.888888888888886,10,At Risk
INV002470,,1,Regular
INV002471,34.9,11,Regular
INV002472,47.111111111111114,10,At Risk
INV002473,62.0,8,At Risk
INV002474,,1,Regular
INV002475,44.7,11,At Risk
INV002476,53.75,9,At Risk
INV002477,39.0,3,At Risk
INV002478,41.0,3,At Risk
INV002479,260.0,2,At Risk
INV002480,,1,Regular
INV002481,208.0,2,At Risk
INV002482,,1,Regular
INV002483,61.285714285714285,8,At Risk
INV002484,112.0,2,At Risk
INV002485,33.72727272727273,12,Regular
INV002486,47.5,9,At Risk
INV002487,67.5,3,At Risk
INV002488,58.333333333333336,7,At Risk
INV002489,144.0,2,At Risk
INV002490,54.44444444444444,10,At Risk
INV002491,87.0,4,At Risk
INV002492,,1,Regular
INV002493,146.66666666666666,4,At Risk
INV002494,195.0,3,At Risk
INV002495,51.333333333333336,10,At Risk
INV002496,44.166666666666664,7,At Risk
INV002497,42.81818181818182,12,At Risk
INV002498,271.0,2,At Risk
INV002499,56.42857142857143,8,At Risk
INV002500,43.18181818181818,12,At Risk
INV002501,,1,Regular
INV002502,77.0,7,At Risk
INV002503,47.5,9,At Risk
INV002504,53.0,10,At Risk
INV002505,149.66666666666666,4,At Risk
INV002506,55.0,8,At Risk
INV002507,83.2,6,At Risk
INV002508,51.625,9,At Risk
INV002509,29.0,12,Regular
INV002510,45.45454545454545,12,At Risk
INV002511,302.0,2,At Risk
INV002512,100.0,5,At Risk
INV002513,78.0,5,At Risk
INV002514,179.0,3,At Risk
INV002515,83.75,5,At Risk
INV002516,39.0,4,At Risk
INV002517,,1,Regular
INV002518,103.0,5,At Risk
INV002519,,1,Regular
INV002520,43.09090909090909,12,At Risk
INV002521,56.42857142857143,8,At Risk
INV002522,,1,Regular
INV002523,45.63636363636363,12,At Risk
INV002524,145.0,3,At Risk
INV002525,116.5,3,At Risk
INV002526,42.1,11,At Risk
INV002527,29.8,11,Regular
INV002528,74.4,6,At Risk
INV002529,81.6,6,At Risk
INV002530,62.5,9,At Risk
INV002531,50.888888888888886,10,At Risk
INV002532,134.0,4,At Risk
INV002533,60.666666666666664,7,At Risk
INV002534,118.0,4,At Risk
INV002535,36.1,11,At Risk
INV002536,71.8,6,At Risk
INV002537,,1,Regular
INV002538,250.0,2,At Risk
INV002539,65.0,2,At Risk
INV002540,67.6,6,At Risk
INV002541,56.0,5,At Risk
INV002542,57.75,9,At Risk
INV002543,40.72727272727273,12,At Risk
INV002544,,1,Regular
INV002545,99.5,5,At Risk
INV002546,55.888888888888886,10,At Risk
INV002547,49.44444444444444,10,At Risk
INV002548,79.83333333333333,7,At Risk
INV002549,60.125,9,At Risk
INV002550,99.5,3,At Risk
INV002551,59.42857142857143,8,At Risk
INV002552,39.45454545454545,12,At Risk
INV002553,34.0,12,Regular
INV002554,68.57142857142857,8,At Risk
INV002555,53.77777777777778,10,At Risk
INV002556,72.6,6,At Risk
INV002557,50.375,9,At Risk
INV002558,48.8,11,At Risk
INV002559,72.0,3,At Risk
INV002560,79.33333333333333,7,At Risk
INV002561,55.25,5,At Risk
INV002562,,1,Regular
INV002563,52.666666666666664,10,At Risk
INV002564,74.5,3,At Risk
INV002565,55.333333333333336,10,At Risk
INV002566,61.285714285714285,8,At Risk
INV002567,46.9,11,At Risk
INV002568,53.875,9,At Risk
INV002569,19.0,2,Regular
INV002570,37.09090909090909,12,At Risk
INV002571,63.857142857142854,8,At Risk
INV002572,44.7,11,At Risk
INV002573,,1,Regular
INV002574,43.72727272727273,12,At Risk
INV002575,44.9,11,At Risk
INV002576,40.42857142857143,8,At Risk
INV002577,61.5,3,At Risk
INV002578,110.75,5,At Risk
INV002579,34.0,7,Regular
INV002580,56.0,4,At Risk
INV002581,,1,Regular
INV002582,43.0,10,At Risk
INV002583,65.33333333333333,7,At Risk
INV002584,118.5,3,At Risk
INV002585,42.72727272727273,12,At Risk
INV002586,72.66666666666667,7,At Risk
INV002587,75.0,6,At Risk
INV002588,53.375,9,At Risk
INV002589,,1,Regular
INV002590,42.54545454545455,12,At Risk
INV002591,48.142857142857146,8,At Risk
INV002592,94.8,6,At Risk
INV002593,130.33333333333334,4,At Risk
INV002594,55.44444444444444,10,At Risk
INV002595,78.75,5,At Risk
INV002596,205.0,3,At Risk
INV002597,84.0,6,At Risk
INV002598,41.1,11,At Risk
INV002599,73.66666666666667,7,At Risk
INV002600,85.5,5,At Risk
INV002601,134.0,3,At Risk
INV002602,42.0,12,At Risk
INV002603,68.2,6,At Risk
INV002604,79.2,6,At Risk
INV002605,101.25,5,At Risk
INV002606,56.0,9,At Risk
INV002607,61.8,6,At Risk
INV002608,126.33333333333333,4,At Risk
INV002609,122.0,2,At Risk
INV002610,93.0,5,At Risk
INV002611,97.2,6,At Risk
INV002612,162.0,2,At Risk
INV002613,44.54545454545455,12,At Risk
INV002614,38.333333333333336,4,At Risk
INV002615,,1,Regular
INV002616,136.66666666666666,4,At Risk
INV002617,116.0,4,At Risk
INV002618,,1,Regular
INV002619,71.6,6,At Risk
INV002620,345.0,2,At Risk
INV002621,73.0,6,At Risk
INV002622,48.6,11,At Risk
INV002623,,1,Regular
INV002624,68.75,5,At Risk
INV002625,78.4,6,At Risk
INV002626,78.6,6,At Risk
INV002627,60.714285714285715,8,At Risk
INV002628,53.25,9,At Risk
INV002629,142.0,4,At Risk
INV002630,53.0,8,At Risk
INV002631,58.285714285714285,8,At Risk
INV002632,45.9,11,At Risk
INV002633,40.81818181818182,12,At Risk
INV002634,23.333333333333332,7,Regular
INV002635,48.888888888888886,10,At Risk
INV002636,118.0,2,At Risk
INV002637,76.6,6,At Risk
INV002638,127.33333333333333,4,At Risk
INV002639,30.666666666666668,7,Regular
INV002640,38.18181818181818,12,At Risk
INV002641,59.57142857142857,8,At Risk
INV002642,48.111111111111114,10,At Risk
INV002643,55.25,9,At Risk
INV002644,,1,Regular
INV002645,40.1,11,At Risk
INV002646,,1,Regular
INV002647,76.0,7,At Risk
INV002648,77.33333333333333,7,At Risk
INV002649,86.33333333333333,4,At Risk
INV002650,98.75,5,At Risk
INV002651,97.25,5,At Risk
INV002652,48.75,9,At Risk
INV002653,,1,Regular
INV002654,43.3,11,At Risk
INV002655,86.33333333333333,4,At Risk
INV002656,51.333333333333336,10,At Risk
INV002657,114.25,5,At Risk
INV002658,100.8,6,At Risk
INV002659,49.666666666666664,10,At Risk
INV002660,81.75,5,At Risk
INV002661,60.0,2,At Risk
INV002662,142.0,3,At Risk
INV002663,,1,Regular
INV002664,57.2,6,At Risk
INV002665,,1,Regular
INV002666,43.7,11,At Risk
INV002667,,1,Regular
INV002668,43.45454545454545,12,At Risk
INV002669,140.5,3,At Risk
INV002670,201.5,3,At Risk
INV002671,43.63636363636363,12,At Risk
INV002672,,1,Regular
INV002673,50.55555555555556,10,At Risk
INV002674,37.45454545454545,12,At Risk
INV002675,40.63636363636363,12,At Risk
INV002676,80.0,4,At Risk
INV002677,185.0,2,At Risk
INV002678,,1,Regular
INV002679,65.71428571428571,8,At Risk
INV002680,101.75,5,At Risk
INV002681,83.66666666666667,7,At Risk
INV002682,40.44444444444444,10,At Risk
INV002683,10.75,5,Regular
INV002684,43.3,11,At Risk
INV002685,96.4,6,At Risk
INV002686,110.5,5,At Risk
INV002687,45.714285714285715,8,At Risk
INV002688,32.888888888888886,10,Regular
INV002689,35.0,11,Regular
INV002690,129.33333333333334,4,At Risk
INV002691,384.0,2,At Risk
INV002692,56.875,9,At Risk
INV002693,32.45454545454545,12,Regular
INV002694,124.33333333333333,4,At Risk
INV002695,,1,Regular
INV002696,43.7,11,At Risk
INV002697,51.875,9,At Risk
INV002698,31.5,11,Regular
INV002699,135.33333333333334,4,At Risk
INV002700,59.875,9,At Risk
INV002701,80.66666666666667,4,At Risk
INV002702,49.0,10,At Risk
INV002703,67.33333333333333,4,At Risk
INV002704,37.63636363636363,12,At Risk
INV002705,22.363636363636363,12,Regular
INV002706,47.3,11,At Risk
INV002707,38.9,11,At Risk
INV002708,43.81818181818182,12,At Risk
INV002709,206.0,2,At Risk
INV002710,3.0,2,Regular
INV002711,57.375,9,At Risk
INV002712,42.54545454545455,12,At Risk
INV002713,162.0,2,At Risk
INV002714,121.5,5,At Risk
INV002715,,1,Regular
INV002716,99.8,6,At Risk
INV002717,120.66666666666667,4,At Risk
INV002718,66.83333333333333,7,At Risk
INV002719,114.5,3,At Risk
INV002720,107.0,4,At Risk
INV002721,,1,Regular
INV002722,47.77777777777778,10,At Risk
INV002723,37.75,9,At Risk
INV002724,34.81818181818182,12,Regular
INV002725,93.0,6,At Risk
INV002726,29.90909090909091,12,Regular
INV002727,70.28571428571429,8,At Risk
INV002728,,1,Regular
INV002729,64.71428571428571,8,At Risk
INV002730,,1,Regular
INV002731,214.0,2,At Risk
INV002732,49.5,11,At Risk
INV002733,54.111111111111114,10,At Risk
INV002734,80.8,6,At Risk
INV002735,43.18181818181818,12,At Risk
INV002736,42.9,11,At Risk
INV002737,38.81818181818182,12,At Risk
INV002738,57.75,5,At Risk
INV002739,174.0,3,At Risk
INV002740,79.0,7,At Risk
INV002741,123.0,4,At Risk
INV002742,1.0,2,Regular
INV002743,63.0,8,At Risk
INV002744,52.888888888888886,10,At Risk
INV002745,97.2,6,At Risk
INV002746,47.6,11,At Risk
INV002747,78.33333333333333,7,At Risk
INV002748,70.83333333333333,7,At Risk
INV002749,157.0,3,At Risk
INV002750,52.625,9,At Risk
INV002751,48.666666666666664,10,At Risk
INV002752,42.375,9,At Risk
INV002753,37.2,11,At Risk
INV002754,93.2,6,At Risk
INV002755,,1,Regular
INV002756,230.0,3,At Risk
INV002757,75.25,5,At Risk
INV002758,56.75,9,At Risk
INV002759,82.0,7,At Risk
INV002760,,1,Regular
INV002761,44.0,12,At Risk
INV002762,46.25,9,At Risk
INV002763,409.0,2,At Risk
INV002764,53.285714285714285,8,At Risk
INV002765,66.57142857142857,8,At Risk
INV002766,33.63636363636363,12,Regular
INV002767,46.625,9,At Risk
INV002768,,1,Regular
INV002769,49.2,11,At Risk
INV002770,101.0,5,At Risk
INV002771,110.75,5,At Risk
INV002772,49.666666666666664,10,At Risk
INV002773,405.0,2,At Risk
INV002774,76.0,7,At Risk
INV002775,37.5,9,At Risk
INV002776,72.4,6,At Risk
INV002777,144.66666666666666,4,At Risk
INV002778,116.66666666666667,4,At Risk
INV002779,45.9,11,At Risk
INV002780,78.0,5,At Risk
INV002781,40.25,5,At Risk
INV002782,74.25,5,At Risk
INV002783,44.63636363636363,12,At Risk
INV002784,34.75,9,Regular
INV002785,91.6,6,At Risk
INV002786,49.8,11,At Risk
INV002787,56.714285714285715,8,At Risk
INV002788,50.666666666666664,10,At Risk
INV002789,88.0,3,At Risk
INV002790,247.0,3,At Risk
INV002791,165.5,3,At Risk
INV002792,136.33333333333334,4,At Risk
INV002793,50.857142857142854,8,At Risk
INV002794,39.55555555555556,10,At Risk
INV002795,,1,Regular
INV002796,68.83333333333333,7,At Risk
INV002797,403.0,2,At Risk
INV002798,74.66666666666667,7,At Risk
INV002799,55.125,9,At Risk
INV002800,54.42857142857143,8,At Risk
INV002801,80.83333333333333,7,At Risk
INV002802,46.333333333333336,7,At Risk
INV002803,39.1,11,At Risk
INV002804,46.55555555555556,10,At Risk
INV002805,157.0,4,At Risk
INV002806,156.33333333333334,4,At Risk
INV002807,67.0,4,At Risk
INV002808,45.875,9,At Risk
INV002809,81.4,6,At Risk
INV002810,25.11111111111111,10,Regular
INV002811,54.857142857142854,8,At Risk
INV002812,,1,Regular
INV002813,36.75,9,At Risk
INV002814,198.0,2,At Risk
INV002815,52.0,2,At Risk
INV002816,129.0,2,At Risk
INV002817,139.0,4,At Risk
INV002818,122.0,4,At Risk
INV002819,31.166666666666668,7,Regular
INV002820,116.0,3,At Risk
INV002821,179.0,2,At Risk
INV002822,46.3,11,At Risk
INV002823,111.0,4,At Risk
INV002824,42.27272727272727,12,At Risk
INV002825,138.33333333333334,4,At Risk
INV002826,57.25,9,At Risk
INV002827,49.125,9,At Risk
INV002828,42.18181818181818,12,At Risk
INV002829,64.0,4,At Risk
INV002830,88.2,6,At Risk
INV002831,54.142857142857146,8,At Risk
INV002832,50.0,10,At Risk
INV002833,99.33333333333333,4,At Risk
INV002834,52.888888888888886,10,At Risk
INV002835,82.33333333333333,7,At Risk
INV002836,,1,Regular
INV002837,68.0,2,At Risk
INV002838,48.888888888888886,10,At Risk
INV002839,82.0,4,At Risk
INV002840,74.25,5,At Risk
INV002841,19.727272727272727,12,Regular
INV002842,,1,Regular
INV002843,44.36363636363637,12,At Risk
INV002844,,1,Regular
INV002845,110.5,3,At Risk
INV002846,64.5,5,At Risk
INV002847,47.4,11,At Risk
INV002848,150.0,2,At Risk
INV002849,28.166666666666668,7,Regular
INV002850,36.72727272727273,12,At Risk
INV002851,122.5,5,At Risk
INV002852,43.22222222222222,10,At Risk
INV002853,39.0,5,At Risk
INV002854,126.66666666666667,4,At Risk
INV002855,120.0,3,At Risk
INV002856,79.8,6,At Risk
INV002857,,1,Regular
INV002858,131.66666666666666,4,At Risk
INV002859,51.0,10,At Risk
INV002860,196.5,3,At Risk
INV002861,53.888888888888886,10,At Risk
INV002862,65.42857142857143,8,At Risk
INV002863,58.75,9,At Risk
INV002864,48.55555555555556,10,At Risk
INV002865,32.77777777777778,10,Regular
INV002866,120.33333333333333,4,At Risk
INV002867,89.0,6,At Risk
INV002868,43.75,9,At Risk
INV002869,64.14285714285714,8,At Risk
INV002870,45.0,12,At Risk
INV002871,30.0,2,Regular
INV002872,85.6,6,At Risk
INV002873,62.25,9,At Risk
INV002874,96.4,6,At Risk
INV002875,58.0,3,At Risk
INV002876,116.0,4,At Risk
INV002877,51.8,6,At Risk
INV002878,190.0,2,At Risk
INV002879,43.6,11,At Risk
INV002880,,1,Regular
INV002881,40.5,9,At Risk
INV002882,113.5,5,At Risk
INV002883,48.0,11,At Risk
INV002884,33.0,2,Regular
INV002885,20.5,3,Regular
INV002886,44.18181818181818,12,At Risk
INV002887,,1,Regular
INV002888,68.0,7,At Risk
INV002889,452.0,2,At Risk
INV002890,45.0,10,At Risk
INV002891,56.55555555555556,10,At Risk
INV002892,117.0,4,At Risk
INV002893,42.8,11,At Risk
INV002894,90.0,6,At Risk
INV002895,95.75,5,At Risk
INV002896,63.6,6,At Risk
INV002897,57.285714285714285,8,At Risk
INV002898,58.0,3,At Risk
INV002899,89.6,6,At Risk
INV002900,65.5,7,At Risk
INV002901,69.25,5,At Risk
INV002902,22.666666666666668,4,Regular
INV002903,56.0,9,At Risk
INV002904,47.888888888888886,10,At Risk
INV002905,42.9,11,At Risk
INV002906,48.714285714285715,8,At Risk
INV002907,,1,Regular
INV002908,80.0,3,At Risk
INV002909,70.57142857142857,8,At Risk
INV002910,183.5,3,At Risk
INV002911,51.111111111111114,10,At Risk
INV002912,45.72727272727273,12,At Risk
INV002913,47.1,11,At Risk
INV002914,89.2,6,At Risk
INV002915,43.125,9,At Risk
INV002916,,1,Regular
INV002917,99.25,5,At Risk
INV002918,,1,Regular
INV002919,,1,Regular
INV002920,137.0,4,At Risk
INV002921,51.0,9,At Risk
INV002922,193.5,3,At Risk
INV002923,220.0,2,At Risk
INV002924,26.833333333333332,7,Regular
INV002925,106.33333333333333,4,At Risk
INV002926,88.6,6,At Risk
INV002927,47.3,11,At Risk
INV002928,46.77777777777778,10,At Risk
INV002929,59.5,9,At Risk
INV002930,95.33333333333333,4,At Risk
INV002931,59.0,9,At Risk
INV002932,44.875,9,At Risk
INV002933,31.272727272727273,12,Regular
INV002934,34.666666666666664,10,Regular
INV002935,50.875,9,At Risk
INV002936,,1,Regular
INV002937,44.77777777777778,10,At Risk
INV002938,121.0,2,At Risk
INV002939,35.54545454545455,12,At Risk
INV002940,74.5,7,At Risk
INV002941,47.285714285714285,8,At Risk
INV002942,41.54545454545455,12,At Risk
INV002943,61.42857142857143,8,At Risk
INV002944,70.2,6,At Risk
INV002945,50.55555555555556,10,At Risk
INV002946,81.0,4,At Risk
INV002947,50.44444444444444,10,At Risk
INV002948,66.0,7,At Risk
INV002949,77.75,5,At Risk
INV002950,41.27272727272727,12,At Risk
INV002951,40.666666666666664,10,At Risk
INV002952,60.75,5,At Risk
INV002953,59.5,5,At Risk
INV002954,45.666666666666664,10,At Risk
INV002955,57.0,2,At Risk
INV002956,55.75,9,At Risk
INV002957,76.5,7,At Risk
INV002958,44.5,3,At Risk
INV002959,104.0,2,At Risk
INV002960,,1,Regular
INV002961,63.5,9,At Risk
INV002962,,1,Regular
INV002963,75.5,3,At Risk
INV002964,52.5,7,At Risk
INV002965,,1,Regular
INV002966,47.625,9,At Risk
INV002967,222.0,3,At Risk
INV002968,80.75,5,At Risk
INV002969,24.88888888888889,10,Regular
INV002970,125.0,4,At Risk
INV002971,99.0,3,At Risk
INV002972,,1,Regular
INV002973,48.2,6,At Risk
INV002974,36.63636363636363,12,At Risk
INV002975,34.666666666666664,4,Regular
INV002976,165.0,3,At Risk
INV002977,141.33333333333334,4,At Risk
INV002978,78.0,6,At Risk
INV002979,64.5,7,At Risk
INV002980,68.2,6,At Risk
INV002981,137.0,3,At Risk
INV002982,71.8,6,At Risk
INV002983,68.16666666666667,7,At Risk
INV002984,53.111111111111114,10,At Risk
INV002985,49.0,6,At Risk
INV002986,121.25,5,At Risk
INV002987,104.66666666666667,4,At Risk
INV002988,36.5,3,At Risk
INV002989,43.3,11,At Risk
INV002990,100.0,3,At Risk
INV002991,164.0,3,At Risk
INV002992,71.6,6,At Risk
INV002993,57.625,9,At Risk
INV002994,44.125,9,At Risk
INV002995,,1,Regular
INV002996,43.27272727272727,12,At Risk
INV002997,54.857142857142854,8,At Risk
INV002998,6.0,2,Regular
INV002999,,1,Regular
INV003000,67.0,7,At Risk
INV003001,106.0,2,At Risk
INV003002,63.42857142857143,8,At Risk
INV003003,46.6,11,At Risk
INV003004,66.85714285714286,8,At Risk
INV003005,37.2,11,At Risk
INV003006,128.5,3,At Risk
INV003007,42.09090909090909,12,At Risk
INV003008,54.714285714285715,8,At Risk
INV003009,27.727272727272727,12,Regular
INV003010,77.0,7,At Risk
INV003011,48.77777777777778,10,At Risk
INV003012,46.6,6,At Risk
INV003013,41.5,3,At Risk
INV003014,68.66666666666667,7,At Risk
INV003015,45.6,11,At Risk
INV003016,96.6,6,At Risk
INV003017,73.16666666666667,7,At Risk
INV003018,41.833333333333336,7,At Risk
INV003019,,1,Regular
INV003020,208.0,2,At Risk
INV003021,68.85714285714286,8,At Risk
INV003022,39.09090909090909,12,At Risk
INV003023,94.75,5,At Risk
INV003024,26.7,11,Regular
INV003025,29.8,11,Regular
INV003026,206.5,3,At Risk
INV003027,71.0,8,At Risk
INV003028,53.666666666666664,10,At Risk
INV003029,152.5,3,At Risk
INV003030,230.0,2,At Risk
INV003031,62.57142857142857,8,At Risk
INV003032,260.0,2,At Risk
INV003033,47.8,11,At Risk
INV003034,61.333333333333336,7,At Risk
INV003035,76.0,2,At Risk
INV003036,50.22222222222222,10,At Risk
INV003037,43.36363636363637,12,At Risk
INV003038,82.66666666666667,4,At Risk
INV003039,,1,Regular
INV003040,41.333333333333336,10,At Risk
INV003041,47.3,11,At Risk
INV003042,56.0,5,At Risk
INV003043,44.3,11,At Risk
INV003044,53.375,9,At Risk
INV003045,47.0,11,At Risk
INV003046,94.66666666666667,4,At Risk
INV003047,44.63636363636363,12,At Risk
INV003048,71.0,6,At Risk
INV003049,54.375,9,At Risk
INV003050,116.0,3,At Risk
INV003051,69.5,5,At Risk
INV003052,99.5,3,At Risk
INV003053,113.66666666666667,4,At Risk
INV003054,47.2,11,At Risk
INV003055,68.28571428571429,8,At Risk
INV003056,,1,Regular
INV003057,53.666666666666664,10,At Risk
INV003058,42.22222222222222,10,At Risk
INV003059,174.0,3,At Risk
INV003060,43.09090909090909,12,At Risk
INV003061,59.57142857142857,8,At Risk
INV003062,110.0,2,At Risk
INV003063,43.375,9,At Risk
INV003064,66.33333333333333,4,At Risk
INV003065,48.75,9,At Risk
INV003066,154.5,3,At Risk
INV003067,149.0,2,At Risk
INV003068,74.0,6,At Risk
INV003069,46.142857142857146,8,At Risk
INV003070,39.63636363636363,12,At Risk
INV003071,79.5,3,At Risk
INV003072,177.0,2,At Risk
INV003073,42.875,9,At Risk
INV003074,46.3,11,At Risk
INV003075,40.2,11,At Risk
INV003076,167.5,3,At Risk
INV003077,60.5,9,At Risk
INV003078,60.625,9,At Risk
INV003079,59.666666666666664,7,At Risk
INV003080,67.0,3,At Risk
INV003081,115.5,5,At Risk
INV003082,36.111111111111114,10,At Risk
INV003083,38.1,11,At Risk
INV003084,170.0,3,At Risk
INV003085,163.5,3,At Risk
INV003086,50.0,7,At Risk
INV003087,106.0,2,At Risk
INV003088,71.0,2,At Risk
INV003089,58.0,8,At Risk
INV003090,99.25,5,At Risk
INV003091,40.7,11,At Risk
INV003092,187.0,2,At Risk
INV003093,28.0,2,Regular
INV003094,,1,Regular
INV003095,41.09090909090909,12,At Risk
INV003096,328.0,2,At Risk
INV003097,39.90909090909091,12,At Risk
INV003098,211.5,3,At Risk
INV003099,76.8,6,At Risk
INV003100,59.285714285714285,8,At Risk
INV003101,74.66666666666667,7,At Risk
INV003102,48.888888888888886,10,At Risk
INV003103,91.25,5,At Risk
INV003104,105.5,3,At Risk
INV003105,38.54545454545455,12,At Risk
INV003106,,1,Regular
INV003107,,1,Regular
INV003108,152.33333333333334,4,At Risk
INV003109,77.5,5,At Risk
INV003110,52.142857142857146,8,At Risk
INV003111,43.55555555555556,10,At Risk
INV003112,76.33333333333333,7,At Risk
INV003113,49.0,11,At Risk
INV003114,,1,Regular
INV003115,40.0,7,At Risk
INV003116,47.6,6,At Risk
INV003117,42.36363636363637,12,At Risk
INV003118,80.0,3,At Risk
INV003119,59.57142857142857,8,At Risk
INV003120,61.666666666666664,7,At Risk
INV003121,33.18181818181818,12,Regular
INV003122,98.0,2,At Risk
INV003123,58.375,9,At Risk
INV003124,39.0,12,At Risk
INV003125,68.33333333333333,7,At Risk
INV003126,,1,Regular
INV003127,150.66666666666666,4,At Risk
INV003128,61.333333333333336,7,At Risk
INV003129,74.4,6,At Risk
INV003130,51.333333333333336,7,At Risk
INV003131,54.0,2,At Risk
INV003132,119.0,5,At Risk
INV003133,114.5,3,At Risk
INV003134,42.09090909090909,12,At Risk
INV003135,,1,Regular
INV003136,149.33333333333334,4,At Risk
INV003137,232.0,2,At Risk
INV003138,41.0,2,At Risk
INV003139,30.09090909090909,12,Regular
INV003140,36.27272727272727,12,At Risk
INV003141,40.5,11,At Risk
INV003142,125.5,3,At Risk
INV003143,127.66666666666667,4,At Risk
INV003144,49.5,11,At Risk
INV003145,68.5,3,At Risk
INV003146,45.0,12,At Risk
INV003147,102.25,5,At Risk
INV003148,,1,Regular
INV003149,77.0,2,At Risk
INV003150,69.42857142857143,8,At Risk
INV003151,50.625,9,At Risk
INV003152,,1,Regular
INV003153,44.625,9,At Risk
INV003154,120.66666666666667,4,At Risk
INV003155,84.0,2,At Risk
INV003156,,1,Regular
INV003157,103.33333333333333,4,At Risk
INV003158,51.0,10,At Risk
INV003159,62.4,6,At Risk
INV003160,61.625,9,At Risk
INV003161,49.888888888888886,10,At Risk
INV003162,58.0,4,At Risk
INV003163,192.0,3,At Risk
INV003164,128.0,4,At Risk
INV003165,79.5,7,At Risk
INV003166,88.6,6,At Risk
INV003167,66.8,6,At Risk
INV003168,62.125,9,At Risk
INV003169,53.625,9,At Risk
INV003170,,1,Regular
INV003171,66.71428571428571,8,At Risk
INV003172,,1,Regular
INV003173,46.4,11,At Risk
INV003174,50.142857142857146,8,At Risk
INV003175,25.0,2,Regular
INV003176,78.4,6,At Risk
INV003177,260.0,2,At Risk
INV003178,41.0,9,At Risk
INV003179,45.0,11,At Risk
INV003180,,1,Regular
INV003181,113.0,5,At Risk
INV003182,151.0,3,At Risk
INV003183,124.5,3,At Risk
INV003184,93.6,6,At Risk
INV003185,56.857142857142854,8,At Risk
INV003186,,1,Regular
INV003187,58.25,9,At Risk
INV003188,63.857142857142854,8,At Risk
INV003189,41.81818181818182,12,At Risk
INV003190,77.2,6,At Risk
INV003191,42.63636363636363,12,At Risk
INV003192,37.27272727272727,12,At Risk
INV003193,48.3,11,At Risk
INV003194,79.6,6,At Risk
INV003195,68.0,2,At Risk
INV003196,68.85714285714286,8,At Risk
INV003197,108.66666666666667,4,At Risk
INV003198,123.5,5,At Risk
INV003199,296.0,2,At Risk
INV003200,61.25,9,At Risk
INV003201,62.42857142857143,8,At Risk
INV003202,61.5,7,At Risk
INV003203,53.625,9,At Risk
INV003204,27.5,3,Regular
INV003205,38.63636363636363,12,At Risk
INV003206,66.85714285714286,8,At Risk
INV003207,68.0,3,At Risk
INV003208,97.0,6,At Risk
INV003209,55.714285714285715,8,At Risk
INV003210,51.57142857142857,8,At Risk
INV003211,45.9,11,At Risk
INV003212,61.5,7,At Risk
INV003213,85.75,5,At Risk
INV003214,46.75,9,At Risk
INV003215,45.1,11,At Risk
INV003216,113.25,5,At Risk
INV003217,91.0,2,At Risk
INV003218,70.33333333333333,7,At Risk
INV003219,32.9,11,Regular
INV003220,38.44444444444444,10,At Risk
INV003221,33.36363636363637,12,Regular
INV003222,54.333333333333336,10,At Risk
INV003223,59.25,9,At Risk
INV003224,51.166666666666664,7,At Risk
INV003225,59.0,9,At Risk
INV003226,63.166666666666664,7,At Risk
INV003227,61.75,9,At Risk
INV003228,52.625,9,At Risk
INV003229,203.5,3,At Risk
INV003230,40.09090909090909,12,At Risk
INV003231,55.333333333333336,10,At Risk
INV003232,41.8,11,At Risk
INV003233,84.5,3,At Risk
INV003234,60.375,9,At Risk
INV003235,66.0,8,At Risk
INV003236,48.3,11,At Risk
INV003237,70.2,6,At Risk
INV003238,51.333333333333336,10,At Risk
INV003239,97.5,5,At Risk
INV003240,81.4,6,At Risk
INV003241,23.0,2,Regular
INV003242,46.7,11,At Risk
INV003243,56.6,6,At Risk
INV003244,64.6,6,At Risk
INV003245,116.66666666666667,4,At Risk
INV003246,102.5,3,At Risk
INV003247,42.3,11,At Risk
INV003248,58.875,9,At Risk
INV003249,155.66666666666666,4,At Risk
INV003250,47.9,11,At Risk
INV003251,101.75,5,At Risk
INV003252,67.6,6,At Risk
INV003253,60.0,6,At Risk
INV003254,37.0,6,At Risk
INV003255,,1,Regular
INV003256,38.0,10,At Risk
INV003257,42.0,9,At Risk
INV003258,45.18181818181818,12,At Risk
INV003259,166.0,2,At Risk
INV003260,55.875,9,At Risk
INV003261,99.25,5,At Risk
INV003262,53.25,9,At Risk
INV003263,81.16666666666667,7,At Risk
INV003264,57.42857142857143,8,At Risk
INV003265,102.33333333333333,4,At Risk
INV003266,,1,Regular
INV003267,53.125,9,At Risk
INV003268,178.0,3,At Risk
INV003269,55.8,6,At Risk
INV003270,27.857142857142858,8,Regular
INV003271,40.77777777777778,10,At Risk
INV003272,102.0,4,At Risk
INV003273,47.77777777777778,10,At Risk
INV003274,,1,Regular
INV003275,214.5,3,At Risk
INV003276,40.333333333333336,7,At Risk
INV003277,45.4,11,At Risk
INV003278,26.25,5,Regular
INV003279,56.333333333333336,10,At Risk
INV003280,58.25,5,At Risk
INV003281,313.0,2,At Risk
INV003282,60.75,5,At Risk
INV003283,208.0,2,At Risk
INV003284,96.0,2,At Risk
INV003285,170.0,3,At Risk
INV003286,273.0,2,At Risk
INV003287,41.72727272727273,12,At Risk
INV003288,44.54545454545455,12,At Risk
INV003289,37.0,12,At Risk
